Date	Month	Symbol	Open	High	Low	Close	Volume
7/20/2021	June	BTCUSD	37484.18	38861.15	35580.82	4327.16	3165160000
7/20/2021	June	BTCUSD	37551.56	39487.91	35583.18	4369.21	3166900000
7/21/2021	June	BTCUSD	37613.11	39575.03	35687	4241.84	3172440000
7/21/2021	June	BTCUSD	37655.54	39700	35819.67	4596.42	3197560000
7/22/2021	June	BTCUSD	37672.47	39748.96	36129.05	4247.44	3204280000
7/22/2021	June	BTCUSD	37938.2	39760.96	36211.08	4682.94	3206280000
7/23/2021	June	BTCUSD	37962.25	39782.93	36400	4246.44	3208760000
7/23/2021	June	BTCUSD	37963.61	39816.72	36478.97	4374.3	3213870000
7/24/2021	June	BTCUSD	38107.34	39953.65	36489.42	4400.64	3215130000
7/25/2021	June	BTCUSD	38271.59	39973.96	36713.13	4363.55	3219590000
7/26/2021	June	BTCUSD	38312.57	40112.79	36751.4	4436.75	3219840000
7/26/2021	June	BTCUSD	38388.09	40366.57	37057.78	4688.67	3221250000
7/27/2021	June	BTCUSD	38411.14	40396	37117.09	4360.03	3226930000
7/27/2021	June	BTCUSD	38474.78	40432.4	37221.62	4358.13	3243900000
7/28/2021	June	BTCUSD	38650	40446.58	37302.06	50195.42	3250.51
7/28/2021	June	BTCUSD	38706.52	40490.02	37311.06	4566.48	3250210000
7/29/2021	June	BTCUSD	38875	40572.45	37400	4173.85	3251920000
7/29/2021	June	BTCUSD	38897.95	40639.14	37400	47555.51	3254.02
7/30/2021	June	BTCUSD	38988.5	40861.2	37472.15	4551.68	3259510000
7/30/2021	June	BTCUSD	39415.76	40867.4	37558.09	4697.96	3265600000
7/31/2021	June	BTCUSD	39440.62	40928.46	37574.79	4395.64	3273670000
8/1/2021	June	BTCUSD	39572.33	41000	38059.01	54838.9	3288.23
8/2/2021	Mar	BTCUSD	39638.77	41060.77	38060.68	4634.09	3292740000
8/2/2021	Mar	BTCUSD	39811.54	41196.62	38200	47440	3297.57
8/3/2021	Mar	BTCUSD	39848.44	41380.02	38350	4423.15	3305340000
8/3/2021	Mar	BTCUSD	39982.79	41431.18	38368.69	4591.67	3305690000
8/4/2021	Mar	BTCUSD	40043.69	41470.21	38515	4163.29	3307130000
8/4/2021	Mar	BTCUSD	40250.79	41796.74	38768.82	4630.65	3309690000
8/5/2021	Mar	BTCUSD	40279.03	41999.99	38803.47	4473.75	3321030000
8/5/2021	Mar	SP500	40429.38	42400	38807.5	4668.97	3322050000
8/6/2021	Mar	SP500	40490.5	42475.28	39213.05	4680.06	3332940000
8/6/2021	Mar	SP500	40570.98	42600	39409.4	4686.75	3334320000
8/7/2021	Mar	SP500	40773.52	42625.43	39503.9	4704.54	3335620000
8/8/2021	Mar	SP500	41840.36	42771.12	39590	44391.34	3336.16
8/9/2021	Mar	SP500	42089.88	42985.06	39897.39	4660.57	3339440000
8/9/2021	Mar	SP500	42210.47	43655.53	40118	4155.86	3344620000
8/10/2021	Mar	SP500	42239.94	43726.63	40137.98	4709.85	3367580000
8/10/2021	Mar	SP500	42461.13	43792.42	40696	4401.46	3381080000
8/11/2021	Mar	SP500	42565.16	44097.7	40764.26	4402.66	3382620000
8/11/2021	Mar	SP500	42650	44231.92	40801.19	4224.79	3391740000
8/12/2021	Mar	SP500	42688.03	44250.76	40908.41	4320.82	3393780000
8/12/2021	Mar	SP500	42902.09	44350	41072.59	4568.02	3395780000
8/13/2021	Mar	SP500	43529.34	44837.59	41677.82	32606.96	3413.98
8/13/2021	Mar	SP500	43601.2	45062.97	41836.59	4290.61	3415610000
8/14/2021	Mar	SP500	43628.16	45157.81	41980.4	4188.13	3420870000
8/15/2021	Mar	SP500	43720	45386.81	42074.62	4690.7	3428780000
8/16/2021	Mar	SP500	44024.27	45833.48	42080	4343.54	3437900000
8/16/2021	Mar	SP500	44074.77	45837.9	42460	54255.04	3453.09
8/17/2021	Mar	SP500	44094.55	45860.17	42600	4701.7	3465720000
8/17/2021	Mar	SP500	44301	46001.33	42702.71	4655.27	3471380000
8/18/2021	Mar	SP500	44391.34	46023.08	42793	4115.68	3485550000
8/18/2021	Mar	SP500	44619.12	46031	42813.74	4229.89	3487070000
8/19/2021	Mar	SP500	44673.36	46183.47	43033.66	4411.79	3490730000
8/19/2021	March	SP500	44824.75	46504.62	43295.22	4697.53	3491150000
8/20/2021	March	SP500	45078.79	46729.86	43389.94	4352.63	3495970000
8/20/2021	March	SP500	45181.52	46775	43400	4239.18	3502480000
8/21/2021	March	SP500	45205.46	46812.87	43472.59	32843.15	3518.6
8/22/2021	March	SP500	45206.43	46885.38	43762.99	36503.31	3541.35
8/23/2021	March	SP500	45311.46	46897	43800	38312.57	3558.08
8/23/2021	March	SP500	45513.94	46920	43902.53	4127.83	3559790000
8/24/2021	March	SP500	45553.62	47162.94	44055	4180.17	3568080000
8/24/2021	March	SP500	45594.16	47367.17	44121.24	4246.59	3578450000
8/25/2021	March	SP500	45727.39	47396.38	44156.88	4127.99	3578500000
8/25/2021	March	SP500	45948.06	47424.13	44211.13	4646.71	3581630000
8/26/2021	March	SP500	46005.27	47498.54	44248	33149.18	3583.91
8/26/2021	March	SP500	46309.88	47519.31	44419.5	4668.67	3592810000
8/27/2021	March	SP500	46312.19	47744.5	44457.55	4152.1	3593110000
8/27/2021	March	SP500	46408.05	47900	44510	4255.15	3612050000
8/28/2021	March	SP500	46435.44	47949.3	44535.26	4605.38	3632260000
8/29/2021	March	SP500	46490.38	47980.93	44642.21	4323.06	3634190000
8/30/2021	March	SP500	46502.44	48027.3	44758.59	4128.8	3634910000
8/30/2021	March	SP500	46653.5	48044.25	44952.59	4195.99	3674490000
8/31/2021	March	SP500	46709.08	48053.14	45000	4188.43	3678970000
8/31/2021	March	SP500	46743.4	48075.97	45037.8	31983.86	3682.14
9/1/2021	March	SP500	46845.94	48082.61	45067.51	39638.77	3682.36
9/1/2021	March	SP500	46910.99	48165.96	45175.2	4112.5	3687780000
9/2/2021	May	SP500	46968.47	48181.51	45250.51	4297.5	3687880000
9/2/2021	May	SP500	47042.28	48194.13	45426.58	49103.01	3697.03
9/3/2021	May	SP500	47052.84	48201.23	45463.96	4186.72	3703240000
9/3/2021	May	SP500	47101.27	48246.6	45509.51	40250.79	3715.5
9/4/2021	May	SP500	47151.91	48261.59	45579.18	57175.61	3720.3
9/5/2021	May	SP500	47185.29	48306.22	45618.84	4223.7	3722050000
9/6/2021	May	SP500	47207.99	48333.32	45641.11	4141.59	3728440000
9/7/2021	May	SP500	47339.92	48346.7	45651.86	4063.04	3735080000
9/7/2021	May	SP500	47360.43	48380.14	45700.01	4187.62	3738920000
9/8/2021	May	SP500	47381.8	48455.16	45830.01	4577.1	3771510000
9/8/2021	May	SP500	47400.89	48472.08	45945.3	4183.18	3772390000
9/9/2021	May	SP500	47440	48495.68	46000	4357.73	3773680000
9/9/2021	May	SP500	47509.65	48500	46045.86	4163.26	3788020000
9/10/2021	May	SP500	47555.51	48578.35	46100	4226.52	3835570000
9/10/2021	May	SP500	47571.64	48735.71	46255	4173.42	3865820000
9/11/2021	May	SP500	47624.29	48784.28	46287.63	47360.43	3900.71
9/12/2021	May	SP500	47629.1	48808.97	46289.93	4097.17	3901910000
9/13/2021	May	SP500	47745.99	48975	46290.25	4219.55	3902870000
9/13/2021	May	SP500	47779.8	49243	46297.47	42902.09	3937.04
9/14/2021	May	SP500	47854.23	49259.3	46334.68	4227.26	3943870000
9/14/2021	May	SP500	47899.79	49313.26	46350	4221.86	3952110000
9/15/2021	May	SP500	47907	49348.69	46443.16	4538.43	3971500000
9/15/2021	May	SP500	47931	49365.42	46496.19	4124.66	3976540000
9/16/2021	May	SP500	47938.87	49400	46500	55911.16	3999.42
9/16/2021	May	SP500	47954.56	49408.07	46524.71	4077.91	3999760000
9/17/2021	May	SP500	47962.79	49455.61	46539	49705.21	400.67
9/17/2021	May	SP500	47989.58	49466.29	46603.36	4232.6	4013060000
9/18/2021	May	SP500	47995.78	49500	46714.57	4170.42	4027680000
9/19/2021	May	SP500	48017.93	49548.86	46717.24	4073.94	4027880000
9/20/2021	May	SP500	48267.19	49598.11	46730.15	4167.59	4029050000
9/20/2021	May	SP500	48280.5	49600	46754.93	3915.46	4043170000
9/21/2021	May	SP500	48331.11	49650	46759.2	37040.7	4049.91
9/21/2021	May	SP500	48383.6	49699.99	46926.68	4192.66	4061170000
9/22/2021	May	SP500	48405.03	49700	46962.39	4513.04	4078260000
9/22/2021	May	SP500	48545.38	49757.22	46980.44	3958.55	4103570000
9/23/2021	May	SP500	48648.76	49786.95	47000	4079.95	4112640000
9/23/2021	May	SP500	48749.78	49789.33	47000	3934.83	4119260000
9/24/2021	May	SP500	48837.62	49790	47041.24	4202.04	4122960000
9/24/2021	May	SP500	48838.59	49812.54	47076.52	4019.87	4151240000
9/25/2021	May	SP500	48839.62	49834.68	47096.87	4258.49	4155790000
9/26/2021	May	SP500	48899.75	49867.71	47112.12	4185.47	4157430000
9/27/2021	May	SP500	48900.01	49900	47144	36982.83	4190.37
9/27/2021	May	SP500	49023.76	49915.73	47165.65	4204.11	4199270000
9/28/2021	May	SP500	49103.01	49935.09	47231	4134.98	4235040000
9/28/2021	May	SP500	49221.07	50362.35	47322.97	49221.07	4250.47
9/29/2021	May	SP500	49249.56	50412	47335.2	4181.17	4273680000
9/29/2021	May	SP500	49263.44	50517.99	47372.35	4211.47	4288940000
9/30/2021	May	SP500	49320.94	50540.19	47438.15	3940.59	4311380000
9/30/2021	May	SP500	49333.66	50545.41	47613.93	4134.94	4338230000
10/1/2021	May	SP500	49350	50602.34	47614.3	42688.03	4373.38
10/1/2021	May	SP500	49485	50754.39	47800	42650	4398.27
10/2/2021	Nov	SP500	49567.4	50808.48	47818.86	50329.66	4415.7
10/3/2021	Nov	SP500	49587.2	51046.11	47819.28	4164.66	4441080000
10/4/2021	Nov	SP500	49596.74	51150.01	47844.03	3799.61	4450500000
10/4/2021	Nov	SP500	49597.23	51156.95	47948.07	47989.58	446.77
10/5/2021	Nov	SP500	49610.32	51269.82	48063.36	3943.34	4469240000
10/5/2021	Nov	SP500	49649.93	51294.26	48071.03	3853.07	4484460000
10/6/2021	Nov	SP500	49670.85	51380.03	48072.35	36549.31	4503.99
10/6/2021	Nov	SP500	49692.22	51389.95	48107.99	4201.62	4504860000
10/7/2021	Nov	SP500	49705.21	51442.01	48113.83	46490.38	4513.57
10/7/2021	Nov	SP500	49721.97	51481.04	48281.42	55351	453.44
10/8/2021	Nov	SP500	49821.79	51533.71	48358.88	3974.12	4541620000
10/8/2021	Nov	SP500	50162.48	51575.16	48490.81	3851.85	4551790000
10/9/2021	Nov	SP500	50195.42	51832.15	48565.58	3911.23	4554610000
10/10/2021	Nov	SP500	50266.89	51866.86	48669.68	3972.89	4564980000
10/11/2021	Nov	SP500	50289.05	51927.83	48697.28	3916.38	4570080000
10/11/2021	Nov	SP500	50292.02	51962.68	48755.01	4192.85	4579450000
10/12/2021	Nov	SP500	50329.66	51982.66	48800	3726.86	4582620000
10/12/2021	Nov	SP500	50493.11	52074	48894.79	3809.84	4590420000
10/13/2021	Nov	SP500	50591.21	52104.93	49108.3	31203.46	4603.92
10/13/2021	Nov	SP500	50872.31	52294.87	49135.73	3962.71	4604870000
10/14/2021	Nov	SP500	50965.74	52344	49164.23	33864.01	4614.55
10/14/2021	Nov	SP500	51012.43	52567.77	49241.34	3971.09	4619840000
10/15/2021	Nov	SP500	51036.12	52644.42	49300.01	3915.59	4635030000
10/15/2021	Nov	SP500	51067.84	52668.45	49414.36	3910.52	4645340000
10/16/2021	Nov	SP500	51241.23	52737.2	49460.66	38388.09	4706.08
10/17/2021	Nov	SP500	51561.6	52744.48	49505.43	3931.33	4718280000
10/18/2021	Nov	SP500	51638.18	52938.78	49509.47	3824.68	4764180000
10/18/2021	Nov	SP500	51847.25	53234.52	49656.65	3889.14	4766990000
10/19/2021	Nov	SP500	52055.9	54126	50086	3913.97	4773430000
10/19/2021	Nov	SP500	52068.01	54419.57	50387.01	40570.98	4778.04
10/20/2021	November	SP500	52152.85	54755.36	50410	3909.88	4815380000
10/20/2021	November	SP500	52435.9	55231.53	50461.08	3906.71	4823940000
10/21/2021	November	SP500	52450.8	55320.8	50500	3886.83	4838580000
10/21/2021	November	SP500	52663.45	55486.87	50622.32	3830.17	4846900000
10/22/2021	November	SP500	53466.19	55499.99	50906	3871.74	4856670000
10/22/2021	November	SP500	53508.08	55627.21	51003.37	4208.12	4860930000
10/23/2021	November	SP500	53531.94	55800	51533.89	3968.94	4882190000
10/24/2021	November	SP500	53750.01	55800	51619.3	51036.12	489.24
10/25/2021	November	SP500	53826.69	55847.68	52096.87	37613.11	4925
10/25/2021	November	SP500	53931.34	55903.62	52205.36	3909.52	4940800000
10/26/2021	November	SP500	54161.85	56150.58	52389.42	4567	4950190000
10/26/2021	November	SP500	54255.04	56373	52600	3801.19	4977210000
10/27/2021	November	SP500	54312.41	56474.72	52947.09	40773.52	4981.39
10/27/2021	November	SP500	54375.12	56576.23	53000	3798.91	4982940000
10/28/2021	November	SP500	54409.03	56605.6	53049	47745.99	500.98
10/28/2021	November	SP500	54586.65	56624.33	53140.76	3700.65	5006680000
10/29/2021	November	SP500	54588	56651.47	53158.68	36851.52	5021.11
10/29/2021	November	SP500	54710.81	56659.5	53176.36	3932.59	5037360000
10/30/2021	November	SP500	54804.02	56759.01	53238.69	3901.82	5071540000
10/31/2021	November	SP500	54832.2	57145.34	53333.33	3841.47	5080430000
11/1/2021	November	SP500	54838.9	57185.78	53345.62	3803.79	5080870000
11/1/2021	Oct	SP500	54883.25	57245	53366	32898.06	5149.19
11/2/2021	Oct	SP500	55043.76	57277.92	53416.76	3795.54	5180140000
11/2/2021	Oct	SP500	55194.75	57400	53434.31	4200.88	5201110000
11/3/2021	Oct	SP500	55255.57	57404.04	53529	33804.23	5245.77
11/3/2021	Oct	SP500	55351	57500	53589	65744.18	528.5
11/4/2021	Oct	SP500	55511.37	57624.66	53606.41	3939.34	5300010000
11/4/2021	Oct	SP500	55548.73	57673.58	53655	3768.25	5353060000
11/5/2021	Oct	SP500	55761.1	57688.88	53733.67	51847.25	5371.31
11/5/2021	Oct	SP500	55762.28	57882.26	53739.8	56547.4	538.94
11/6/2021	Oct	SP500	55911.16	57898	53750.01	3773.86	5392870000
11/7/2021	Oct	SP500	55914.43	57959.22	53760	61226	543.68
11/8/2021	Oct	SP500	55971.68	57974.07	53861.12	48267.19	544.26
11/8/2021	Oct	SP500	55992.97	57998.26	53911.79	3974.54	5467850000
11/9/2021	Oct	SP500	56094.03	58000	53990	49249.56	5486.89
11/9/2021	Oct	SP500	56289.06	58043.76	54000	3870.29	5493690000
11/10/2021	Oct	SP500	56362.19	58120	54115.27	3826.31	5495370000
11/10/2021	Oct	SP500	56380.25	58164.58	54144.95	3875.44	5496340000
11/11/2021	Oct	SP500	56423.5	58265.2	54250	54161.85	556.51
11/11/2021	Oct	SP500	56520.58	58276.58	54281.74	50872.31	558.12
11/12/2021	Oct	SP500	56541.2	58293.35	54376.52	4620.64	5609780000
11/12/2021	Oct	SP500	56547.4	58400	54654.65	4432.99	5622210000
11/13/2021	Oct	SP500	56559.59	58430.77	54684	40279.03	5661.85
11/14/2021	Oct	SP500	56705.84	58445.36	54711.01	31547.22	572.89
11/15/2021	Oct	SP500	56710	58465.93	54889.09	39848.44	5729.11
11/15/2021	Oct	SP500	56900.44	58481.6	55050	38474.78	5743.52
11/16/2021	Oct	SP500	56975.38	58500.02	55200	44824.75	5764.37
11/16/2021	Oct	SP500	57111.63	58500.94	55292.22	31514.54	5779.14
11/17/2021	Oct	SP500	57155.81	58553.71	55384	3898.81	5827250000
11/17/2021	Oct	SP500	57163.87	58675.79	55450	3821.35	5852240000
11/18/2021	Oct	SP500	57175.61	58750	55500	3876.5	5870190000
11/18/2021	Oct	SP500	57400.61	58903.31	55648.53	35435.13	5913.67
11/19/2021	October	SP500	57404.47	58988.52	55800	3925.43	5942350000
11/19/2021	October	SP500	57440.38	59028.19	55838.77	46653.5	5944.37
11/20/2021	October	SP500	57479.64	59042	55856.95	3849.62	6029090000
11/21/2021	October	SP500	57551.47	59105.91	55860.02	3748.14	6049970000
11/22/2021	October	SP500	57557.71	59170	55899	4166.45	6084980000
11/22/2021	October	SP500	57756.25	59226.98	55930.25	3819.72	6150790000
11/23/2021	October	SP500	57793.71	59385	56000	49333.66	623.86
11/23/2021	October	SP500	57820	59448.39	56104.4	4280.7	6248390000
11/24/2021	October	SP500	57833.32	59450	56239.55	57952.35	628.99
11/24/2021	October	SP500	57934.16	59468.95	56275.13	3881.37	6280650000
11/25/2021	October	SP500	57952.35	59476.65	56284.51	50493.11	6438.29
11/26/2021	October	SP500	57970.74	59481.34	56370.7	60325.66	644.47
11/26/2021	October	SP500	58014.19	59560	56408.62	34670	647.93
11/27/2021	October	SP500	58073.82	59567.59	56500	57440.38	649.59
11/28/2021	October	SP500	58187.76	59581.52	56734.49	3811.15	6512950000
11/29/2021	October	SP500	58272.25	59584.99	56807.96	3829.34	6513060000
11/29/2021	October	SP500	58428.9	59800	56810.28	57970.74	653.63
11/30/2021	October	SP500	58545.16	59851.52	56880	3714.24	6612570000
11/30/2021	October	SP500	58596.83	59880	57024.4	50965.74	6641.9
12/1/2021	October	SP500	58621.67	59886.11	57042.53	46709.08	670.52
12/1/2021	October	SP500	58638.14	59950	57049.07	47854.23	671.36
12/2/2021	Sep	SP500	58687.36	60061.89	57051.76	3841.94	6842570000
12/2/2021	Sep	SP500	58741.06	60099.99	57255	45311.46	685.32
12/3/2021	Sep	SP500	58884.7	60100	57442	42461.13	687.36
12/3/2021	Sep	SP500	59050.45	60106.3	57469.36	3787.38	6937960000
12/4/2021	Sep	SP500	59143.58	60416.42	57500	3855.36	6955860000
12/5/2021	Sep	SP500	59160	60561.59	57507.61	55043.76	707.72
12/6/2021	Sep	SP500	59251.04	60976.25	57583.09	3768.47	7142240000
12/6/2021	Sep	SP500	59407.55	61180	57689.72	35318.86	7143.1
12/7/2021	Sep	SP500	59407.78	61197.09	57946.28	33029.77	7153.94
12/7/2021	Sep	SP500	59800	61500	58100	48545.38	726.8
12/8/2021	Sep	SP500	59885.21	61500.82	58316.33	30943.32	7290.52
12/8/2021	Sep	SP500	59947.01	61558.53	58434.8	56094.03	730.37
12/9/2021	Sep	SP500	60240.83	61743.51	58485.68	36963.52	7491.23
12/9/2021	Sep	SP500	60325.66	61768	58573	62199.69	758.38
12/10/2021	Sep	SP500	60362.18	61785	58750	59251.04	760.64
12/10/2021	Sep	SP500	60415.91	62223.14	58768.79	47899.79	761.86
12/11/2021	Sep	SP500	60728	62338.16	58937.03	58014.19	762.92
12/12/2021	Sep	SP500	60944.13	62366.08	59200	32169.82	765.31
12/13/2021	Sep	SP500	61133.24	62487.97	59400.01	48331.11	766.72
12/13/2021	Sep	SP500	61144.42	62490	59490.18	3913.1	7725050000
12/14/2021	Sep	SP500	61172.03	62508.87	59505	33289.13	7733.43
12/14/2021	Sep	SP500	61226	62545.78	59648.91	57833.32	774.22
12/15/2021	Sep	SP500	61234.9	62552.73	59731.57	58741.06	777.79
12/15/2021	Sep	SP500	61354.75	62858.83	59850	48899.75	779.55
12/16/2021	Sep	SP500	61624.84	62898	59926.13	57551.47	781.35
12/16/2021	Sep	SP500	61669.43	62973.38	60000	34192.14	785.46
12/17/2021	Sep	SP500	61706.36	62978	60055.14	57400.61	790.75
12/17/2021	Sep	SP500	61719.1	62998.68	60110	33420.84	803.55
12/18/2021	Sep	SP500	62091.93	63102.8	60120	34452.39	816.86
12/19/2021	Sep	SP500	62100	63547.54	60174.14	57557.71	834.45
12/20/2021	September	SP500	62199.69	63703.3	60321.12	58638.14	845.18
12/20/2021	September	SP500	62249.6	63745.62	60367	62091.93	848.7
12/21/2021	September	SP500	62450	63855.12	60503	45553.62	860.71
12/21/2021	September	SP500	62469.83	63880	60696.52	61144.42	864.57
12/22/2021	September	SP500	62600	64000	60724.16	47509.65	864.8
12/22/2021	September	SP500	62765.47	64319	60777.3	47779.8	881.67
12/23/2021	September	SP500	62998.68	64498.12	61124.5	49485	885.44
12/23/2021	September	SP500	63063.72	64900	61303.97	65235.2	892.82
12/24/2021	September	SP500	63243.4	65071.49	61312	44619.12	893.38
12/25/2021	September	SP500	63257.57	65338.87	61418.02	49821.79	896.04
12/26/2021	September	SP500	63773.18	65587	61537.32	62100	929.51
12/27/2021	September	SP500	63805.12	65680	61822.81	59160	930.34
12/27/2021	September	SP500	63870.2	66200	62045	47151.91	933.28
12/28/2021	September	SP500	64673.28	66340.74	62875	58621.67	933.97
12/28/2021	September	SP500	64785.34	66643.14	62927.97	32500	942
12/29/2021	September	SP500	64857.63	66994.72	63409.49	49721.97	943.26
12/29/2021	September	SP500	65077.99	68529.52	63540.51	47954.56	954.7
12/30/2021	September	SP500	65235.2	68534.11	63602.2	50289.05	974.81
12/30/2021	September	SP500	65744.18	69000	64121	59947.01	975.65
12/31/2021	September	SP500	66491.25	300000	65138	3750.77	9878040000
12/31/2021	September	SP500	68525.75		66262.48	47207.99	998.41
